,PC_1,PC_2
10142,-52.800853696431275,83.81433351915783
6545,233.3650000679193,-41.71167087947833
4441,58.36259754542869,38.41628474954488
7915,3.0884449577998403,-4.493029686334971
40,-110.36378512313226,30.053980485367802
6045,-134.48917027186053,17.710510335487953
296,-220.32379446562283,9.406770762452684
583,164.15549161337958,-140.83990595794782
5168,14.278845194647014,81.439623843193
2849,80.72747617711303,-34.36142492909171
5853,-360.24917102772054,-97.28660912092911
3449,299.21393850876615,-225.42793475186005
1022,136.2030291334449,19.79104258515949
2361,-104.22887006334167,24.95320753392523
1785,-121.03224712859924,-301.1261071522787
1420,-87.18531272175495,5.141567378827638
684,-32.265375045742644,-64.40155021159649
4859,-3.3346960757805357,15.90483388596439
3615,-25.621441542145387,-101.7451032534996
1382,-40.42843284644536,45.06989912904072
7636,18.35620993510791,-36.2901517931403
5675,-149.02497804931838,159.79792154991523
2238,-44.38966183435713,-105.24398553158801
669,-17.183801680776114,-27.77864869081498
9399,-30.70145582075603,-103.48668775049744
7312,72.18901842676215,181.6220711202874
1104,-85.08728322719806,123.48994309790845
502,20.322041606934352,-52.3331650756391
9720,3.1131532041038135,55.1322201026168
3643,-270.54878205559936,70.43586196305901
2314,16.75375436451759,-3.4971539157064306
366,-93.21750878267272,7.369649816107309
2035,-191.90217298668355,-58.39667238905899
2030,239.417214977501,-154.60388441364847
4547,283.7536000181285,120.0192563607197
3486,95.57067995825861,122.74966562561316
9430,-75.54285485705198,47.24527181064538
2570,-190.53079520075488,-43.39857811426123
2077,67.67516601554446,-27.19219815108994
7280,-34.98045633843758,72.92930751428734
1142,-138.8151660579221,134.45291999459062
397,18.75072647425512,128.46709297651665
154,-273.33602575549816,72.54293717714734
2278,210.67841364893067,31.7582359906225
943,-51.51071294106013,-145.78113007581098
466,58.90529619256079,-92.12834801187242
646,-33.23754388034338,137.48743613328537
5310,-4.319204598141426,5.7501183504867655
6989,29.59047387870308,-333.3286872227827
1885,-129.6369275206474,-112.38243896032739
8266,286.3093631939545,54.7789636920864
6244,76.81395982294816,-399.2759284577927
5743,222.75450916202112,-110.03413265304653
5821,160.60764307949685,-4.248757720100926
745,47.83365889935018,42.628697904774995
5475,193.0138959779459,18.709533676279136
613,-168.792005600482,-65.62304702083887
5850,-113.26120599575201,33.32645388173373
1964,-252.77469213182727,-50.17092854309314
1764,-32.05590445864839,-31.481486980668045
99,-7.1406895082431525,60.310750596611534
7322,-77.1301259897848,15.771436371047818
6869,105.09361577472299,119.23963104491745
488,-10.007375487766119,32.23519059762278
4018,-72.21514478282464,-2.9289100558319205
3090,-0.6874992516981049,-153.4342394515959
5884,-149.05798524614613,-39.38537634082191
1,121.08611080847984,-51.22728133003045
5478,-218.82586351552987,-74.11540139916497
2080,417.116539972038,249.3895739055613
749,104.97521718600382,-17.520756224894136
667,-80.92484980096417,131.72333911630824
2960,-503.71128956476196,11.53627013208869
330,131.241891711846,77.66620113112666
9697,35.783025530934644,17.970980055139552
10012,87.30171887211415,15.694993372933704
865,105.46807659874922,3.917967773596836
3265,-220.27307182759017,-91.71502937573689
2513,-16.167293815752597,52.247066781417836
4998,-136.31152086716367,-45.045212373455165
146,167.48050970792556,-254.38417734086372
6706,53.587269043915235,32.592162821549955
2454,-56.23704821992654,-99.00380358126691
1190,-203.63932352746872,182.82301837903296
1717,-63.155164088360166,188.70842210315246
916,-23.98022786580371,152.1444464934014
268,89.76972872265887,-23.350866648758547
8314,15.404970773685765,-270.13536309336484
3289,152.74720572666894,152.53396033128928
8423,-26.2975177739546,10.002731698505213
6731,-177.52024102949497,251.03181988311565
5989,55.07534576730083,202.11112325515603
1125,100.21349685615886,104.69196197837383
792,30.933925832054797,-40.647533638165726
3821,75.98237990536474,-35.592055297127004
9635,-22.058592426550813,124.01851864020188
6936,-15.154764936389697,-16.19566587872042
4066,-26.589687429786608,-104.265999545505
782,-304.14789956764884,15.149378388368302
9781,-148.36662519876404,177.36349867212405
4539,-314.18250135793863,28.86449750168442
7403,24.247827106369833,0.1870118694224452
2177,-61.555939885764474,-151.244752972896
9518,-19.11555842922396,44.11775072391645
2367,174.4361864209933,317.39713549422527
77,-95.11185173576499,-94.80114496104622
6064,-32.02214611348637,-8.89501080202023
3321,68.69297865586637,104.04580738962774
8463,-107.19164802644184,76.43443475579082
3275,-215.35119402975238,29.02428592930523
5213,-72.83029682985195,61.86627172056217
4672,-134.71436391256,-40.86263205331469
6866,194.7146931565898,-23.01266454866034
5447,122.42227594890461,85.52575810728914
2074,52.76652372352359,85.53028680070274
5155,137.5308483203331,101.43029488188316
2457,93.30771501851206,134.12180512225714
1991,-118.1008469865136,-10.775653574109132
207,187.7533918866508,3.0252981880198417
325,31.257475618362832,79.80142874751391
81,125.21168358109892,33.0150498899725
6239,161.24316673544573,32.299931589174946
6192,-33.01014638994515,79.86174315904732
1235,-144.7380005308787,130.58976124758075
7783,-106.81053723687074,-10.691503010069699
1833,-28.69865594048683,-35.44195362999278
4006,104.69487057477961,-158.54861312312968
7020,130.9378957410605,0.014009368995573368
4715,-479.80542944990907,-234.97410618946367
954,18.765263257991606,-2.2094569023135415
7199,-41.221254967829296,28.827837862051513
1075,-68.4815562430241,-43.72664479066036
2274,-162.81836352912777,8.712573806077597
8415,-24.140794073105766,-231.63621299038505
6560,218.10585144993132,-197.29806019876315
7611,-61.48491497044358,102.06971421719675
4797,-6.030073088642791,-40.519085775497636
3547,46.15462878089163,-126.85418782308003
4825,-45.60150327183361,-8.80468390142758
8403,306.53501381687386,50.39699102745952
285,306.0835579920312,-68.52694496736846
9220,-95.39257656878365,45.53873826232719
2628,-9.941339501746716,-163.12117590604922
1802,-65.7805051258979,-204.8123110929363
8138,-82.51076671052105,26.725839365677295
5288,-293.86047061845653,-8.818477127763705
2000,15.805618505209676,16.07002212863086
3335,18.5779856627263,54.8476932750576
4030,-259.1903476787381,242.73707823480885
1233,-43.70345588480121,6.169676264296566
5456,175.75604617323404,-48.80011917258598
2276,-92.40066321585495,63.86211281306112
2964,-146.8450456806256,-63.30784637479184
6873,-22.240260883418557,11.390072637358983
8135,368.6615680632208,-134.96423600513003
1325,-63.082429128696035,-247.62044298245664
2901,36.82419397573684,205.90234327677368
