Unnamed: 0,PC_1,PC_2
1269,21.0533907365881,2.6790289282772846
6910,-20.767382119971728,22.78393759665101
295,18.91854687232748,3.901683717799735
4943,-9.628604556448256,-14.021165512609908
3644,-10.633184986675852,-12.142981198502197
1531,-10.245186335207775,-12.872936724179159
5881,-9.281909723748587,-13.20542436229712
2725,-9.24759492947302,-14.046136481794111
949,20.29214437096666,3.2695642580938302
2293,37.28320925382527,3.0741906687822422
3569,19.903077607022905,4.19495125244902
6965,-11.312126707557656,10.182698676186549
7195,-20.98790378875567,21.20737788278422
4632,-9.530154772921529,-14.610565852248055
636,19.47931103803808,1.5172881116872299
693,-6.670920059289624,-8.096491236080695
1312,19.88440347538279,3.619226067968153
463,16.153973626238304,4.203291148408379
3934,-7.71824030772503,-16.132345389549652
2385,15.764903750378153,4.22806935702761
1600,-11.178327922219687,-11.9561141048163
5233,-9.693909953898917,-13.994570944658042
347,23.80012842358651,2.738794853068498
7047,-21.125566808900967,21.196319426488934
2217,18.21786723672614,4.630665371782904
1588,-10.505074256363468,-11.894205291133014
363,22.050308748486614,4.678908881018361
22,19.766617569051284,1.5652861714547468
4671,-9.8110655615398,-12.476164224049393
688,27.232170907372673,1.5226207524207818
5397,-8.899421642006322,-14.516127027555624
352,16.82379684248439,1.4236488223898556
5833,-10.390884123982675,-12.689799031747583
2202,-10.619147352424196,-11.619427861812998
2645,-7.331812493588419,-16.350354175894502
7098,-21.016509678046255,21.682796244531882
323,20.812841659685237,4.13847296368668
3397,-20.425251121336842,22.18213741909137
6617,-20.468758230054494,22.07341488548617
7358,-20.53369405023592,21.59049070414138
589,20.603027828139687,4.389754947266202
2507,-9.547532489349326,-13.440439020231809
2568,-9.787819537694688,-13.239239349952445
3167,-9.651697343804745,-13.863124720876835
3399,-9.596835848417482,-13.32555753414642
322,21.622607657431697,4.1488223795441925
2056,-11.418356119623782,-12.109449793092052
4621,-10.502015056966266,-12.364223378831538
1987,21.861151414092564,4.02500154761926
4349,-10.789567349330746,-12.876130950562679
8100,-20.929671336885665,21.763415308707643
9185,-10.476886331471464,-13.481058999959812
6859,-13.004154875933219,17.391342871832876
1759,-10.186775798141214,-12.834619502504726
8563,-21.381142665228047,21.114747432973925
4814,18.96269342837798,3.750022384359679
9928,17.371477436931052,2.6385785607845667
6928,-10.575476730374666,-11.658921540380447
5274,-8.202873946433789,-15.956818373470151
6734,-20.497100965677607,21.757057085395882
1503,-10.335966277935357,-13.005730403138527
4356,-9.621025737220897,-13.276728466669736
7549,-13.61410310478922,7.451331065491986
8336,-20.477365618798817,22.396048057495282
9276,-20.90673666552042,21.49616629139911
3913,-9.944602068114571,-12.49250079313069
3394,19.328231457032537,2.8583790727626703
609,19.04236048007889,2.055065277956171
1877,21.06714645307727,3.564568213397061
8737,18.771465139298463,3.6969863114488426
952,23.930552783271533,3.3323246665360133
3780,19.173058601124083,5.023131410417322
2024,17.703864211524888,2.5127013215708915
9869,-20.53136291369231,22.13595119985653
36,19.22252270148868,3.0177186206240756
798,19.120764529864946,2.9512205051125426
1221,20.470057877487818,3.569748242510213
64,-5.471525492527143,-7.578091071164008
